ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Facility,Other - Facility,Tank.ID,Other - Tank,Mass.g.metamorphosed,Mark,Fate.comments,x,y,Date.metamorphosed,Time,Year,Date.eggs.hatched,Date.stocked,Days.to.metamorphosis,Clutch.ID,Stocking.density
646,9ad54e23-98e6-48b8-8def-2a75e123915c,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:14,Andie Crenshaw,NA,UGA,NA,5,NA,4.57,NA,NA,-83.35769378,33.89074645,6/24/24,14:14:00,2024,NA,3/18/24,,GF4,60
647,d5668102-efb9-4bac-970a-8680f2cd7a78,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:14,Andie Crenshaw,NA,UGA,NA,5,NA,5.42,NA,NA,-83.35768657,33.89076456,6/24/24,14:14:00,2024,NA,3/18/24,,GF4,60
648,56c229c5-3546-40d7-a7ee-0e957f7cd56e,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:15,Andie Crenshaw,NA,UGA,NA,5,NA,5.17,NA,NA,-83.35769792,33.8907701,6/24/24,14:15:00,2024,NA,3/18/24,,GF4,60
649,0ed93014-97b3-4428-8928-5ceaf5b38a0a,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:15,Andie Crenshaw,NA,UGA,NA,5,NA,5.45,NA,NA,-83.3576898,33.89077474,6/24/24,14:15:00,2024,NA,3/18/24,,GF4,60
650,c06295cc-6560-43c1-8739-23b299c944ae,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:16,Andie Crenshaw,NA,UGA,NA,5,NA,6.01,NA,NA,-83.35768502,33.89072933,6/24/24,14:16:00,2024,NA,3/18/24,,GF4,60
651,b4bbd018-59a0-4dc3-8b74-5914d65e39d0,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:16,Andie Crenshaw,NA,UGA,NA,5,NA,6.27,NA,NA,-83.35768567,33.89076367,6/24/24,14:16:00,2024,NA,3/18/24,,GF4,60
652,97068aa7-6d27-47b9-8a85-7f7ae59b2f49,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:17,Andie Crenshaw,NA,UGA,NA,5,NA,5.59,NA,NA,-83.35767218,33.89075473,6/24/24,14:17:00,2024,NA,3/18/24,,GF4,60
653,daebd25f-7d1c-4d28-955f-8788618f2a13,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:17,Andie Crenshaw,NA,UGA,NA,5,NA,5.12,NA,NA,-83.35768089,33.89077026,6/24/24,14:17:00,2024,NA,3/18/24,,GF4,60
654,5493c03e-48f8-47cf-8d42-9488320e93b5,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:17,Andie Crenshaw,NA,UGA,NA,5,NA,4.07,NA,NA,-83.35768204,33.89075206,6/24/24,14:17:00,2024,NA,3/18/24,,GF4,60
655,85eebf93-4363-4e82-94cd-4093d58ae08d,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:18,Andie Crenshaw,NA,UGA,NA,5,NA,4.33,NA,NA,-83.35765773,33.89076152,6/24/24,14:18:00,2024,NA,3/18/24,,GF4,60
656,4b403c93-0f10-4ae8-bd1e-3f5fdb539aba,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:18,Andie Crenshaw,NA,UGA,NA,5,NA,4.15,NA,NA,-83.35766669,33.89074018,6/24/24,14:18:00,2024,NA,3/18/24,,GF4,60
728,89858822-8670-41a9-a82b-449c743a411d,6/26/24 14:16,ek30648_USG,6/26/24 14:16,ek30648_USG,6/26/24 13:35,Eva Kerr,NA,UGA,NA,5,NA,6.71,NA,NA,-83.35764267,33.89080197,6/26/24,13:35:00,2024,NA,3/18/24,,GF4,60
729,3a9951ed-96b5-4387-8731-0fb49f0e5710,6/26/24 14:16,ek30648_USG,6/26/24 14:16,ek30648_USG,6/26/24 13:36,Eva Kerr,NA,UGA,NA,5,NA,5.98,NA,NA,-83.35769335,33.89079451,6/26/24,13:36:00,2024,NA,3/18/24,,GF4,60
730,99719528-e7f3-4fe2-9dff-66e3ab0fc4a9,6/26/24 14:16,ek30648_USG,6/26/24 14:16,ek30648_USG,6/26/24 13:36,Eva Kerr,NA,UGA,NA,5,NA,5.94,NA,NA,-83.35766939,33.89075905,6/26/24,13:36:00,2024,NA,3/18/24,,GF4,60
731,2a739b85-c855-423f-8702-9e16223ad2fe,6/26/24 14:16,ek30648_USG,6/26/24 14:16,ek30648_USG,6/26/24 13:37,Eva Kerr,NA,UGA,NA,5,NA,5.62,NA,NA,-83.35764556,33.89081136,6/26/24,13:37:00,2024,NA,3/18/24,,GF4,60
732,8a6e6501-3191-4014-a900-e8f0a891871b,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:38,Eva Kerr,NA,UGA,NA,5,NA,4.74,NA,NA,-83.3576937,33.89079356,6/26/24,13:38:00,2024,NA,3/18/24,,GF4,60
733,285068cb-6590-400f-b52d-c0b5b140809c,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:39,Eva Kerr,NA,UGA,NA,5,NA,4.93,NA,NA,-83.35766336,33.89078197,6/26/24,13:39:00,2024,NA,3/18/24,,GF4,60
734,8a56b7f2-9c43-4e52-b66f-6559ad5abf7a,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:40,Eva Kerr,NA,UGA,NA,5,NA,6.91,NA,NA,-83.35767739,33.89078697,6/26/24,13:40:00,2024,NA,3/18/24,,GF4,60
735,fb5ada4d-f2e4-43aa-a611-51017a77c81c,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:40,Eva Kerr,NA,UGA,NA,5,NA,5.29,NA,NA,-83.35767739,33.89078697,6/26/24,13:40:00,2024,NA,3/18/24,,GF4,60
736,4fe09dee-3c44-49b0-bc59-e974b2161118,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:41,Eva Kerr,NA,UGA,NA,5,NA,4.87,NA,NA,-83.35767739,33.89078697,6/26/24,13:41:00,2024,NA,3/18/24,,GF4,60
737,80d0ece9-9713-4126-aa7d-19056a26a67c,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:42,Eva Kerr,NA,UGA,NA,5,NA,4.74,NA,NA,-83.35767739,33.89078697,6/26/24,13:42:00,2024,NA,3/18/24,,GF4,60
853,a396ab73-4dba-4860-b894-991b7031d8b9,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:11,Andie Crenshaw,NA,UGA,NA,5,NA,6.38,NA,NA,-83.35772234,33.89078676,6/28/24,13:11:00,2024,NA,3/18/24,,GF4,60
854,d5a9e22a-416c-4ef4-ae55-55997efc4f18,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:12,Andie Crenshaw,NA,UGA,NA,5,NA,7.45,NA,NA,-83.35773237,33.89079866,6/28/24,13:12:00,2024,NA,3/18/24,,GF4,60
855,e1d30837-3809-4eac-a8af-27fa5f829c10,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:12,Andie Crenshaw,NA,UGA,NA,5,NA,5.76,NA,NA,-83.35771505,33.8907815,6/28/24,13:12:00,2024,NA,3/18/24,,GF4,60
856,5a8f7a49-806f-466a-8ceb-93fe95cdc859,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:13,Andie Crenshaw,NA,UGA,NA,5,NA,5.43,NA,NA,-83.35770581,33.89077172,6/28/24,13:13:00,2024,NA,3/18/24,,GF4,60
857,faa9de49-3af2-4aa0-8b03-286d38e57e1e,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:14,Andie Crenshaw,NA,UGA,NA,5,NA,5.25,NA,NA,-83.35771308,33.89077053,6/28/24,13:14:00,2024,NA,3/18/24,,GF4,60
858,2039e979-5d4b-4ae5-8faf-9b3ba448c5af,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:15,Andie Crenshaw,NA,UGA,NA,5,NA,5.9,NA,NA,-83.35773052,33.89080718,6/28/24,13:15:00,2024,NA,3/18/24,,GF4,60
957,954ad02e-953b-4a8d-b315-30528b5480a4,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:17,Eva Kerr,NA,UGA,NA,5,NA,6.81,NA,NA,-83.35769228,33.89075965,7/1/24,13:17:00,2024,NA,3/18/24,,GF4,60
958,731fcc39-d3eb-483b-8526-5e46fced7670,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:18,Eva Kerr,NA,UGA,NA,5,NA,5.34,NA,NA,-83.3576882,33.89076274,7/1/24,13:18:00,2024,NA,3/18/24,,GF4,60
959,4ab8eec3-3c15-46f5-aa56-9a1532de54ea,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:18,Eva Kerr,NA,UGA,NA,5,NA,5.7,NA,NA,-83.3576882,33.89076274,7/1/24,13:18:00,2024,NA,3/18/24,,GF4,60
960,2c412c0d-04c0-4b0f-86ff-02b7a2e510bb,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:21,Eva Kerr,NA,UGA,NA,5,NA,6.93,NA,NA,-83.3576882,33.89076274,7/1/24,13:21:00,2024,NA,3/18/24,,GF4,60
961,c633a340-dc58-4268-ba4f-13361825105b,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:21,Eva Kerr,NA,UGA,NA,5,NA,5.92,NA,NA,-83.3576882,33.89076274,7/1/24,13:21:00,2024,NA,3/18/24,,GF4,60
962,d5a1768b-2d9e-4f34-bd2d-28ed82337c05,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:21,Eva Kerr,NA,UGA,NA,5,NA,6.57,NA,NA,-83.3576882,33.89076274,7/1/24,13:21:00,2024,NA,3/18/24,,GF4,60
963,2b32bae3-53ff-4d00-ad84-60d336545307,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:22,Eva Kerr,NA,UGA,NA,5,NA,6.13,NA,NA,-83.3576882,33.89076274,7/1/24,13:22:00,2024,NA,3/18/24,,GF4,60
964,3f737489-532e-43a2-9f24-48faf47bde39,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:22,Eva Kerr,NA,UGA,NA,5,NA,7.58,NA,NA,-83.3576882,33.89076274,7/1/24,13:22:00,2024,NA,3/18/24,,GF4,60
965,679dea43-3d3a-4259-a81d-633cddde7cde,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:22,Eva Kerr,NA,UGA,NA,5,NA,6.65,NA,NA,-83.3576882,33.89076274,7/1/24,13:22:00,2024,NA,3/18/24,,GF4,60
966,c6a1e351-1fab-4987-b726-1e80ec1b221f,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:23,Eva Kerr,NA,UGA,NA,5,NA,5.63,NA,NA,-83.3576882,33.89076274,7/1/24,13:23:00,2024,NA,3/18/24,,GF4,60
967,e419e3ea-1ba2-4a21-99ed-d20a7c509fa0,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:23,Eva Kerr,NA,UGA,NA,5,NA,5.57,NA,NA,-83.3576882,33.89076274,7/1/24,13:23:00,2024,NA,3/18/24,,GF4,60
968,fa1e535a-9003-4391-b564-347a197c667c,7/1/24 13:24,ek30648_USG,7/1/24 13:24,ek30648_USG,7/1/24 13:23,Eva Kerr,NA,UGA,NA,5,NA,5.99,NA,NA,-83.3576882,33.89076274,7/1/24,13:23:00,2024,NA,3/18/24,,GF4,60
1005,42893a96-e7ee-4adb-880c-87a62b1383f7,7/3/24 11:49,ccarter_USG,7/3/24 11:49,ccarter_USG,7/3/24 11:49,Vanessa Terrell,NA,UGA,NA,5,NA,5.65,NA,NA,-83.35766415,33.89077005,7/3/24,11:49:00,2024,NA,3/18/24,,GF4,60
1090,8c7ff2f1-65e9-43f6-aeba-d0c10f3fbaad,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 13:02,Kristina Hefferle,NA,UGA,NA,5,NA,6.3,NA,NA,-83.35771942,33.89076439,7/5/24,13:02:00,2024,NA,3/18/24,,GF4,60
1095,d3f61f76-78dc-45b4-abe1-62aff30a59ff,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 13:10,Kristina Hefferle,NA,UGA,NA,5,NA,6.26,NA,NA,-83.35769095,33.89078707,7/5/24,13:10:00,2024,NA,3/18/24,,GF4,60
1100,a7a74fe1-506d-4fc5-ad7e-882fd7212488,7/8/24 3:06,kfh39602_USG,7/8/24 3:06,kfh39602_USG,7/7/24 22:57,Kristina Hefferle,NA,UGA,NA,5,NA,6.06,NA,NA,-83.35775,33.89076479,7/8/24,22:57:00,2024,NA,3/18/24,,GF4,60
1126,a0fafee2-40ae-4cfa-9300-68e0465a5427,7/8/24 12:09,vkinney_USG,7/8/24 12:09,vkinney_USG,7/8/24 12:09,Vanessa Terrell,NA,UGA,NA,5,NA,7.07,NA,NA,-83.3576784,33.89076783,7/8/24,12:09:00,2024,NA,3/18/24,,GF4,60
1127,fa939f8d-6617-4d60-a57b-8098d1709008,7/8/24 12:10,vkinney_USG,7/8/24 12:10,vkinney_USG,7/8/24 12:10,Vanessa Terrell,NA,UGA,NA,5,NA,6.11,NA,NA,-83.35768171,33.89077041,7/8/24,12:10:00,2024,NA,3/18/24,,GF4,60
1152,f0fc04a2-5b23-4664-9880-cde7b92d6e04,7/10/24 17:27,cjn07548_USG,7/10/24 17:27,cjn07548_USG,7/10/24 11:40,Corrie Navis,NA,UGA,NA,5,NA,6.51,NA,NA,-83.35777449,33.89079695,7/10/24,11:40:00,2024,NA,3/18/24,,GF4,60
210,d3ec9df9-a53d-4353-b1fe-f47fcc1163c0,6/17/24 14:17,vkinney_USG,6/17/24 14:17,vkinney_USG,6/17/24 14:07,Vanessa Terrell,NA,UGA,NA,6,NA,5.72,NA,NA,-83.35773499,33.89073976,6/17/24,14:07:00,2024,NA,3/18/24,,GF3,60
211,f74f8955-2845-49f0-891a-fbe849967e7a,6/17/24 14:17,vkinney_USG,6/17/24 14:17,vkinney_USG,6/17/24 14:17,Vanessa Terrell,NA,UGA,NA,6,NA,3.21,NA,NA,-83.35769858,33.89079481,6/17/24,14:17:00,2024,NA,3/18/24,,GF3,60
212,e49992fd-932b-41a4-b473-dbd495df79eb,6/17/24 14:17,vkinney_USG,6/17/24 14:17,vkinney_USG,6/17/24 14:17,Vanessa Terrell,NA,UGA,NA,6,NA,3.77,NA,NA,-83.35771159,33.8907788,6/17/24,14:17:00,2024,NA,3/18/24,,GF3,60
213,ecda512b-b2a3-4050-a65a-0723103bdd7d,6/17/24 14:18,vkinney_USG,6/17/24 14:18,vkinney_USG,6/17/24 14:17,Vanessa Terrell,NA,UGA,NA,6,NA,4.26,NA,NA,-83.35771125,33.89077779,6/17/24,14:17:00,2024,NA,3/18/24,,GF3,60
214,08bc8a17-2ea1-471d-b682-5f0b6348b571,6/17/24 14:18,vkinney_USG,6/17/24 14:18,vkinney_USG,6/17/24 14:18,Vanessa Terrell,NA,UGA,NA,6,NA,4.86,NA,NA,-83.35767901,33.89077924,6/17/24,14:18:00,2024,NA,3/18/24,,GF3,60
215,76f37802-b03d-4ef5-92fb-d2c93940a326,6/17/24 14:18,vkinney_USG,6/17/24 14:18,vkinney_USG,6/17/24 14:18,Vanessa Terrell,NA,UGA,NA,6,NA,3.68,NA,NA,-83.35767586,33.89077796,6/17/24,14:18:00,2024,NA,3/18/24,,GF3,60
216,d191ea02-3fef-436d-a78d-a718e0548fe5,6/17/24 14:19,vkinney_USG,6/17/24 14:19,vkinney_USG,6/17/24 14:18,Vanessa Terrell,NA,UGA,NA,6,NA,4.45,NA,NA,-83.35767586,33.89077796,6/17/24,14:18:00,2024,NA,3/18/24,,GF3,60
217,b9eadbf4-a2c9-46ca-bd4a-2d25b0304a0e,6/17/24 14:19,vkinney_USG,6/17/24 14:19,vkinney_USG,6/17/24 14:19,Vanessa Terrell,NA,UGA,NA,6,NA,3.82,NA,NA,-83.35768425,33.89078295,6/17/24,14:19:00,2024,NA,3/18/24,,GF3,60
332,7906b6c0-93a5-45d5-9b9c-69c86904d6f6,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:47,Corrie Navis,NA,UGA,NA,6,NA,4.18,NA,NA,-83.35767322,33.89081048,6/19/24,13:47:00,2024,NA,3/18/24,,GF3,60
333,ecb8de2c-1488-4367-ad86-63bd23a23480,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:48,Corrie Navis,NA,UGA,NA,6,NA,4.86,NA,NA,-83.35769866,33.89077097,6/19/24,13:48:00,2024,NA,3/18/24,,GF3,60
334,6230d442-6a0e-4e9b-90cb-1df5ddd4d3d3,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:48,Corrie Navis,NA,UGA,NA,6,NA,3.74,NA,NA,-83.35768988,33.89075262,6/19/24,13:48:00,2024,NA,3/18/24,,GF3,60
335,634133b6-fe5e-4019-9ca6-3dd30bafc861,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:49,Corrie Navis,NA,UGA,NA,6,NA,3.73,NA,NA,-83.35769458,33.8907471,6/19/24,13:49:00,2024,NA,3/18/24,,GF3,60
336,015e0816-7429-4cd2-a75c-c1f8c8df109d,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:49,Corrie Navis,NA,UGA,NA,6,NA,3.38,NA,NA,-83.35773168,33.89075787,6/19/24,13:49:00,2024,NA,3/18/24,,GF3,60
337,33c2cd4a-229a-4cce-b215-06fb23f45887,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:47,Corrie Navis,NA,UGA,NA,6,NA,4.68,NA,NA,-83.35771168,33.89082801,6/19/24,13:47:00,2024,NA,3/18/24,,GF3,60
338,974ac37c-87da-41f8-804a-3f75583d6a51,6/19/24 13:50,cjn07548_USG,6/19/24 13:50,cjn07548_USG,6/19/24 13:48,Corrie Navis,NA,UGA,NA,6,NA,4.25,NA,NA,-83.35769164,33.89080434,6/19/24,13:48:00,2024,NA,3/18/24,,GF3,60
448,f2e708c1-1e88-469d-8d67-52520073dd52,6/21/24 12:53,agc93487_USG,6/21/24 12:53,agc93487_USG,6/21/24 12:53,Andie Crenshaw,NA,UGA,NA,6,NA,5.19,NA,NA,-83.35775383,33.89081388,6/21/24,12:53:00,2024,NA,3/18/24,,GF3,60
449,0ebce70c-38cf-483a-8e55-b09ab121c4b7,6/21/24 12:54,agc93487_USG,6/21/24 12:54,agc93487_USG,6/21/24 12:54,Andie Crenshaw,NA,UGA,NA,6,NA,4.38,NA,NA,-83.35775383,33.89081388,6/21/24,12:54:00,2024,NA,3/18/24,,GF3,60
450,cf237593-30ae-4fdd-9036-c0648d5b7522,6/21/24 12:54,agc93487_USG,6/21/24 12:54,agc93487_USG,6/21/24 12:54,Andie Crenshaw,NA,UGA,NA,6,NA,4.51,NA,NA,-83.35775383,33.89081388,6/21/24,12:54:00,2024,NA,3/18/24,,GF3,60
451,6788d5be-2b70-4f46-9bf6-f99f1511f4c9,6/21/24 12:54,agc93487_USG,6/21/24 12:54,agc93487_USG,6/21/24 12:54,Andie Crenshaw,NA,UGA,NA,6,NA,4.26,NA,NA,-83.35775383,33.89081388,6/21/24,12:54:00,2024,NA,3/18/24,,GF3,60
452,3cf0558d-bb14-4c67-994c-0785987c752b,6/21/24 12:54,agc93487_USG,6/21/24 12:54,agc93487_USG,6/21/24 12:54,Andie Crenshaw,NA,UGA,NA,6,NA,4.98,NA,NA,-83.35775383,33.89081388,6/21/24,12:54:00,2024,NA,3/18/24,,GF3,60
453,b31ea738-0404-429c-b73f-a95b0b76d47a,6/21/24 12:55,agc93487_USG,6/21/24 12:55,agc93487_USG,6/21/24 12:54,Andie Crenshaw,NA,UGA,NA,6,NA,4.45,NA,NA,-83.35775383,33.89081388,6/21/24,12:54:00,2024,NA,3/18/24,,GF3,60
502,db99f44c-e384-40d4-8e60-23cb140a525c,6/24/24 12:58,agc93487_USG,6/24/24 12:58,agc93487_USG,6/24/24 10:06,Andie Crenshaw,NA,UGA,NA,6,NA,4.67,NA,NA,-83.35770095,33.89077445,6/24/24,10:06:00,2024,NA,3/18/24,,GF3,60
507,1aba5606-ba50-4377-9cfb-54fc841e700d,6/24/24 12:58,agc93487_USG,6/24/24 12:58,agc93487_USG,6/24/24 10:13,Andie Crenshaw,NA,UGA,NA,6,NA,5.14,NA,NA,-83.35773843,33.89078951,6/24/24,10:13:00,2024,NA,3/18/24,,GF3,60
673,7cd8b089-3504-41ad-bb21-cea33a15cbef,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:26,Andie Crenshaw,NA,UGA,NA,6,NA,4.89,NA,NA,-83.35766708,33.89075657,6/24/24,14:26:00,2024,NA,3/18/24,,GF3,60
674,8637db2b-8d78-40e0-9217-a8af1a498f34,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:27,Andie Crenshaw,NA,UGA,NA,6,NA,4.19,NA,NA,-83.35767696,33.8907653,6/24/24,14:27:00,2024,NA,3/18/24,,GF3,60
675,a8fd66bf-e6f9-478e-a2f7-8491521db508,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:27,Andie Crenshaw,NA,UGA,NA,6,NA,4.57,NA,NA,-83.35769681,33.89075501,6/24/24,14:27:00,2024,NA,3/18/24,,GF3,60
676,852ebc7e-57b5-4407-9627-806a812abeb2,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:28,Andie Crenshaw,NA,UGA,NA,6,NA,4.67,NA,NA,-83.35768593,33.89075878,6/24/24,14:28:00,2024,NA,3/18/24,,GF3,60
756,db7b34a7-819f-4e7d-b2ad-b6810f8a742b,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:59,Eva Kerr,NA,UGA,NA,6,NA,5.09,NA,NA,-83.35764486,33.89076188,6/26/24,13:59:00,2024,NA,3/18/24,,GF3,60
757,22aa6c33-368b-4f12-8421-2435e83cec89,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 14:00,Eva Kerr,NA,UGA,NA,6,NA,3.49,NA,NA,-83.35764486,33.89076188,6/26/24,14:00:00,2024,NA,3/18/24,,GF3,60
758,c88efc19-14ca-4702-aabd-7bb90228405b,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 14:01,Eva Kerr,NA,UGA,NA,6,NA,4.84,NA,NA,-83.35764486,33.89076188,6/26/24,14:01:00,2024,NA,3/18/24,,GF3,60
759,103ad855-f423-4736-b552-6a540fba7890,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 14:02,Eva Kerr,NA,UGA,NA,6,NA,4.51,NA,NA,-83.35764486,33.89076188,6/26/24,14:02:00,2024,NA,3/18/24,,GF3,60
809,5199ea7c-1530-483a-8957-a800237a1d7d,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:36,Andie Crenshaw,NA,UGA,NA,6,NA,6.21,NA,NA,-83.35765499,33.89078122,6/28/24,12:36:00,2024,NA,3/18/24,,GF3,60
810,3341a150-f7f9-4f4a-8164-626426a64f55,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:37,Andie Crenshaw,NA,UGA,NA,6,NA,4.48,NA,NA,-83.35766713,33.89076198,6/28/24,12:37:00,2024,NA,3/18/24,,GF3,60
811,a0089cb9-d01c-4759-a25d-998861bc9749,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:38,Andie Crenshaw,NA,UGA,NA,6,NA,5.34,NA,NA,-83.3576902,33.8907742,6/28/24,12:38:00,2024,NA,3/18/24,,GF3,60
812,d0157f52-8322-4e9c-924a-7d0f2a7a79dc,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:39,Andie Crenshaw,NA,UGA,NA,6,NA,3.97,NA,NA,-83.35768222,33.89078585,6/28/24,12:39:00,2024,NA,3/18/24,,GF3,60
813,1bcbf196-9b43-4752-89a8-8c107fe4e31a,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:39,Andie Crenshaw,NA,UGA,NA,6,NA,5.14,NA,NA,-83.35767768,33.89078027,6/28/24,12:39:00,2024,NA,3/18/24,,GF3,60
814,9ad35336-fd24-433e-bc62-9ff87dd4d832,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:39,Andie Crenshaw,NA,UGA,NA,6,NA,4.75,NA,NA,-83.35770521,33.89077799,6/28/24,12:39:00,2024,NA,3/18/24,,GF3,60
815,38c5379a-0cdf-43c4-a422-ec039bda1124,6/28/24 12:49,agc93487_USG,6/28/24 12:49,agc93487_USG,6/28/24 12:40,Andie Crenshaw,NA,UGA,NA,6,NA,3.67,NA,NA,-83.35767371,33.8907666,6/28/24,12:40:00,2024,NA,3/18/24,,GF3,60
893,5ef2f007-d5af-4e8b-9f69-76b4593a4695,7/1/24 12:39,ek30648_USG,7/1/24 12:39,ek30648_USG,7/1/24 12:19,Eva Kerr,NA,UGA,NA,6,NA,5.18,NA,NA,-83.35768594,33.89076361,7/1/24,12:19:00,2024,NA,3/18/24,,GF3,60
938,caae21aa-b141-4641-a014-e7e1fc81d8e5,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:03,Eva Kerr,NA,UGA,NA,6,NA,4.33,NA,NA,-83.35767766,33.89079188,7/1/24,13:03:00,2024,NA,3/18/24,,GF3,60
939,5e8ce12a-f6d3-467b-99bb-3a99a0cad3f3,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:04,Eva Kerr,NA,UGA,NA,6,NA,4.53,NA,NA,-83.35766037,33.89075356,7/1/24,13:04:00,2024,NA,3/18/24,,GF3,60
940,95721828-64c3-4524-8dee-d3220e69838d,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:04,Eva Kerr,NA,UGA,NA,6,NA,4.36,NA,NA,-83.35767104,33.89077167,7/1/24,13:04:00,2024,NA,3/18/24,,GF3,60
971,b8bea919-7187-4dee-a3cb-f66ea226a606,7/1/24 16:28,kfh39602_USG,7/1/24 16:28,kfh39602_USG,6/30/24 22:34,Kristina Hefferle,NA,UGA,NA,6,NA,4.4,NA,NA,-83.35767026,33.89078676,7/1/24,22:34:00,2024,NA,3/18/24,,GF3,60
1010,79ea68d9-376c-4469-8d01-ea8efc031ae4,7/3/24 11:59,ccarter_USG,7/3/24 11:59,ccarter_USG,7/3/24 11:53,Vanessa Terrell,NA,UGA,NA,6,NA,4.22,NA,NA,-83.35767944,33.89076114,7/3/24,11:53:00,2024,NA,3/18/24,,GF3,60
