Species,AnimalID#,clutch,date eggs hatched,tank,stocking density,Year,Date.stocked,Date.metamorphosed,Days.to.metamorphosis,Mass.g.metamorphosed,Mark,Fate.comments,date.alpha.tag.was.inserted
Rcap-,1940,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.76,2500,,not applicable
Rcap-,1941,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.38,2500,,not applicable
Rcap-,1942,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.36,2500,,not applicable
Rcap-,1943,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.42,2500,,not applicable
Rcap-,1944,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.88,2500,,not applicable
Rcap-,1945,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.02,2500,,not applicable
Rcap-,1946,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.66,2500,,not applicable
Rcap-,1947,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.14,2500,,not applicable
Rcap-,1948,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.53,2500,,not applicable
Rcap-,1949,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.91,2500,,not applicable
Rcap-,1950,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.42,2500,,not applicable
Rcap-,1951,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.69,2500,,not applicable
Rcap-,1952,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.14,2500,,not applicable
Rcap-,1953,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.67,2500,,not applicable
Rcap-,1954,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.56,2500,,not applicable
Rcap-,1955,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.49,2500,,not applicable
Rcap-,1956,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,3.3,2500,,not applicable
Rcap-,1957,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,4.31,2500,,not applicable
Rcap-,1958,na,2/25/13,4,100,2013,3/7/13,6/14/13,99,2.92,2500,,not applicable
Rcap-,2122,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.99,2500,,not applicable
Rcap-,2123,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.16,2500,,not applicable
Rcap-,2124,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.43,2500,,not applicable
Rcap-,2125,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.48,2500,,not applicable
Rcap-,2126,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.7,2500,,not applicable
Rcap-,2127,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,3.07,2500,,not applicable
Rcap-,2128,na,2/25/13,4,100,2013,3/7/13,6/16/13,101,4.64,2500,,not applicable
Rcap-,2256,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.92,2500,,not applicable
Rcap-,2257,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,2.91,2500,,not applicable
Rcap-,2258,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.19,2500,,not applicable
Rcap-,2259,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.62,2500,,not applicable
Rcap-,2260,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.37,2500,,not applicable
Rcap-,2261,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.22,2500,,not applicable
Rcap-,2262,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,4.15,2500,,not applicable
Rcap-,2263,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.44,2500,,not applicable
Rcap-,2264,na,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.36,2500,,not applicable
Rcap-,2333,na,2/25/13,4,100,2013,3/7/13,6/19/13,104,3.19,2500,,not applicable
Rcap-,2360,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,2.99,2500,,not applicable
Rcap-,2361,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.22,2500,,not applicable
Rcap-,2362,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,4.28,2500,,not applicable
Rcap-,2363,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.89,2500,,not applicable
Rcap-,2364,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.1,2500,,not applicable
Rcap-,2365,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.62,2500,,not applicable
Rcap-,2366,na,2/25/13,4,100,2013,3/7/13,6/21/13,106,4.49,2500,,not applicable
Rcap-,2414,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.94,2500,,not applicable
Rcap-,2415,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.03,2500,,not applicable
Rcap-,2416,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.41,2500,,not applicable
Rcap-,2417,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.34,2500,,not applicable
Rcap-,2418,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.94,2500,,not applicable
Rcap-,2419,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.83,2500,,not applicable
Rcap-,2420,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.98,2500,,not applicable
Rcap-,2421,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.86,2500,,not applicable
Rcap-,2422,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.35,2500,,not applicable
Rcap-,2423,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.8,2500,,not applicable
Rcap-,2424,na,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.32,2500,,not applicable
Rcap-,2501,na,2/25/13,4,100,2013,3/7/13,6/26/13,111,3.24,2500,,not applicable
Rcap-,2503,na,2/25/13,4,100,2013,3/7/13,6/24/13,109,4.11,2500,,not applicable
Rcap-,2504,na,2/25/13,4,100,2013,3/7/13,6/26/13,111,3.63,2500,,not applicable
Rcap-,2505,na,2/25/13,4,100,2013,3/7/13,6/26/13,111,3.42,2500,,not applicable
Rcap-,2506,na,2/25/13,4,100,2013,3/7/13,6/26/13,111,3.08,2500,,not applicable
Rcap-,2523,na,2/25/13,4,100,2013,3/7/13,6/28/13,113,3.63,2500,,not applicable
Rcap-,2524,na,2/25/13,4,100,2013,3/7/13,6/28/13,113,2.71,2500,,not applicable
Rcap-,2565,na,2/25/13,4,100,2013,3/7/13,6/30/13,115,3.54,2500,,not applicable
Rcap-,2566,na,2/25/13,4,100,2013,3/7/13,6/30/13,115,3.89,2500,,not applicable
Rcap-,2567,na,2/25/13,4,100,2013,3/7/13,6/30/13,115,3.32,2500,,not applicable
Rcap-,2591,na,2/25/13,4,100,2013,3/7/13,7/2/13,117,2.92,2500,,not applicable
Rcap-,2592,na,2/25/13,4,100,2013,3/7/13,7/2/13,117,3.56,2500,,not applicable
Rcap-,2593,na,2/25/13,4,100,2013,3/7/13,7/2/13,117,2.81,2500,,not applicable
Rcap-,2594,na,2/25/13,4,100,2013,3/7/13,7/2/13,117,3.63,2500,,not applicable
Rcap-,2595,na,2/25/13,4,100,2013,3/7/13,7/2/13,117,2.81,2500,,not applicable
Rcap-,2611,na,2/25/13,4,100,2013,3/7/13,7/4/13,119,3.57,2500,,not applicable
Rcap-,2619,na,2/25/13,4,100,2013,3/7/13,7/5/13,120,3.85,2500,,not applicable
Rcap-,2620,na,2/25/13,4,100,2013,3/7/13,7/5/13,120,4.3,2500,,not applicable
Rcap-,2621,na,2/25/13,4,100,2013,3/7/13,7/5/13,120,4.93,2500,,not applicable
Rcap-,2622,na,2/25/13,4,100,2013,3/7/13,7/5/13,120,4.8,2500,,not applicable
Rcap-,2633,na,2/25/13,4,100,2013,3/7/13,7/7/13,122,4.37,2500,,not applicable
Rcap-,2634,na,2/25/13,4,100,2013,3/7/13,7/7/13,122,4.03,2500,,not applicable
Rcap-,2635,na,2/25/13,4,100,2013,3/7/13,7/7/13,122,5.21,2500,,not applicable
Rcap-,2636,na,2/25/13,4,100,2013,3/7/13,7/7/13,122,3.9,2500,,not applicable
Rcap-,2637,na,2/25/13,4,100,2013,3/7/13,7/7/13,122,4.06,2500,,not applicable
Rcap-,2660,na,2/25/13,4,100,2013,3/7/13,7/9/13,124,5.02,2500,,not applicable
Rcap-,2662,na,2/25/13,4,100,2013,3/7/13,7/11/13,126,5.33,2500,,not applicable
Rcap-,2670,na,2/25/13,4,100,2013,3/7/13,7/12/13,127,5.16,2500,,not applicable
Rcap-,2682,na,2/25/13,4,100,2013,3/7/13,7/15/13,130,5.05,2500,,not applicable
Rcap-,2703,na,2/25/13,4,100,2013,3/7/13,7/22/13,137,5.76,2500,,not applicable
Rcap-,2704,na,2/25/13,4,100,2013,3/7/13,7/22/13,137,8.07,2500,,not applicable
Rcap-,1822,na,2/25/13,5,100,2013,3/7/13,6/11/13,96,3.86,2500,,not applicable
Rcap-,1823,na,2/25/13,5,100,2013,3/7/13,6/11/13,96,5.4,2500,,not applicable
Rcap-,1959,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.86,2500,,not applicable
Rcap-,1960,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,4.01,2500,,not applicable
Rcap-,1961,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,4.78,2500,,not applicable
Rcap-,1962,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,4.42,2500,,not applicable
Rcap-,1963,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,4.23,2500,,not applicable
Rcap-,1964,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.78,2500,,not applicable
Rcap-,1965,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.68,2500,,not applicable
Rcap-,1966,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.1,2500,,not applicable
Rcap-,1967,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,5.08,2500,,not applicable
Rcap-,1968,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.5,2500,,not applicable
Rcap-,1969,na,2/25/13,5,100,2013,3/7/13,6/14/13,99,3.81,2500,,not applicable
Rcap-,2129,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,4.11,2500,,not applicable
Rcap-,2130,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,4.25,2500,,not applicable
Rcap-,2131,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,4,2500,,not applicable
Rcap-,2132,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,4.36,2500,,not applicable
Rcap-,2133,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,3.98,2500,,not applicable
Rcap-,2134,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,3.85,2500,,not applicable
Rcap-,2135,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,3.42,2500,,not applicable
Rcap-,2136,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,4.37,2500,,not applicable
Rcap-,2137,na,2/25/13,5,100,2013,3/7/13,6/16/13,101,3.38,2500,,not applicable
Rcap-,2227,na,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.6,2500,,not applicable
Rcap-,2228,na,2/25/13,5,100,2013,3/7/13,6/17/13,102,3.99,2500,,not applicable
Rcap-,2229,na,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.23,2500,,not applicable
Rcap-,2230,na,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.17,2500,,not applicable
Rcap-,2231,na,2/25/13,5,100,2013,3/7/13,6/17/13,102,3.27,2500,,not applicable
Rcap-,2285,na,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.26,2500,,not applicable
Rcap-,2286,na,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.68,2500,,not applicable
Rcap-,2287,na,2/25/13,5,100,2013,3/7/13,6/18/13,103,4.11,2500,,not applicable
Rcap-,2288,na,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.49,2500,,not applicable
Rcap-,2289,na,2/25/13,5,100,2013,3/7/13,6/18/13,103,2.93,2500,,not applicable
Rcap-,2312,na,2/25/13,5,100,2013,3/7/13,6/19/13,104,2.75,2500,,not applicable
Rcap-,2313,na,2/25/13,5,100,2013,3/7/13,6/19/13,104,4.1,2500,,not applicable
Rcap-,2314,na,2/25/13,5,100,2013,3/7/13,6/19/13,104,2.64,2500,,not applicable
Rcap-,2315,na,2/25/13,5,100,2013,3/7/13,6/19/13,104,3.15,2500,,not applicable
Rcap-,2350,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,3.52,2500,,not applicable
Rcap-,2351,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,3.65,2500,missing rear right foot,not applicable
Rcap-,2352,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.83,2500,,not applicable
Rcap-,2353,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,4.01,2500,,not applicable
Rcap-,2354,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.83,2500,,not applicable
Rcap-,2355,na,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.89,2500,,not applicable
Rcap-,2425,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,4.02,2500,,not applicable
Rcap-,2426,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.07,2500,,not applicable
Rcap-,2427,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.73,2500,,not applicable
Rcap-,2428,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,4.18,2500,,not applicable
Rcap-,2429,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.26,2500,,not applicable
Rcap-,2430,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.31,2500,,not applicable
Rcap-,2431,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.14,2500,,not applicable
Rcap-,2432,na,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.39,2500,,not applicable
Rcap-,2491,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.14,2500,,not applicable
Rcap-,2492,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.2,2500,,not applicable
Rcap-,2493,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.48,2500,,not applicable
Rcap-,2494,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.29,2500,,not applicable
Rcap-,2495,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.08,2500,,not applicable
Rcap-,2496,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.2,2500,,not applicable
Rcap-,2497,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.31,2500,,not applicable
Rcap-,2498,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,2.57,2500,,not applicable
Rcap-,2499,na,2/25/13,5,100,2013,3/7/13,6/26/13,111,3.61,2500,fresh dead metamorph,not applicable
Rcap-,2530,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,3.86,2500,,not applicable
Rcap-,2531,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,3.49,2500,,not applicable
Rcap-,2532,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,3.91,2500,,not applicable
Rcap-,2533,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,2.88,2500,,not applicable
Rcap-,2534,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,3.78,2500,,not applicable
Rcap-,2535,na,2/25/13,5,100,2013,3/7/13,6/28/13,113,3.44,2500,,not applicable
Rcap-,2568,na,2/25/13,5,100,2013,3/7/13,6/30/13,115,2.94,2500,,not applicable
Rcap-,2569,na,2/25/13,5,100,2013,3/7/13,6/30/13,115,2.91,2500,,not applicable
Rcap-,2570,na,2/25/13,5,100,2013,3/7/13,6/30/13,115,3.68,2500,,not applicable
Rcap-,2612,na,2/25/13,5,100,2013,3/7/13,7/4/13,119,3.72,2500,,not applicable
Rcap-,2623,na,2/25/13,5,100,2013,3/7/13,7/5/13,120,4.53,2500,,not applicable
Rcap-,2624,na,2/25/13,5,100,2013,3/7/13,7/5/13,120,3.43,2500,,not applicable
Rcap-,2638,na,2/25/13,5,100,2013,3/7/13,7/7/13,122,5.68,2500,,not applicable
Rcap-,2639,na,2/25/13,5,100,2013,3/7/13,7/7/13,122,4.65,2500,,not applicable
Rcap-,2640,na,2/25/13,5,100,2013,3/7/13,7/7/13,122,5.18,2500,,not applicable
Rcap-,2663,na,2/25/13,5,100,2013,3/7/13,7/11/13,126,5.96,2500,,not applicable
Rcap-,2676,na,2/25/13,5,100,2013,3/7/13,7/15/13,130,5.72,2500,,not applicable
Rcap-,2677,na,2/25/13,5,100,2013,3/7/13,7/15/13,130,5.69,2500,,not applicable
Rcap-,2678,na,2/25/13,5,100,2013,3/7/13,7/15/13,130,5.6,2500,,not applicable
Rcap-,2687,na,2/25/13,5,100,2013,3/7/13,7/17/13,132,5.87,2500,,not applicable
Rcap-,2688,na,2/25/13,5,100,2013,3/7/13,7/17/13,132,4.91,2500,,not applicable
Rcap-,2705,na,2/25/13,5,100,2013,3/7/13,7/22/13,137,7.53,2500,,not applicable
Rcap-,2706,na,2/25/13,5,100,2013,3/7/13,7/22/13,137,7.99,2500,,not applicable
Rcap-,2710,na,2/25/13,5,100,2013,3/7/13,7/24/13,139,8.95,2500,,not applicable
Rcap-,1764,na,2/25/13,6,100,2013,3/7/13,6/5/13,90,3.775,2500,,not applicable
Rcap-,1769,na,2/25/13,6,100,2013,3/7/13,6/6/13,91,4.381,2500,,not applicable
Rcap-,1775,na,2/25/13,6,100,2013,3/7/13,6/7/13,92,4.262,2500,,not applicable
Rcap-,1791,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,4.552,2500,,not applicable
Rcap-,1792,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,4.343,2500,,not applicable
Rcap-,1793,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,3.752,2500,,not applicable
Rcap-,1794,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,3.196,2500,,not applicable
Rcap-,1795,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,3.295,2500,,not applicable
Rcap-,1796,na,2/25/13,6,100,2013,3/7/13,6/9/13,94,3.223,2500,,not applicable
Rcap-,1824,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,3.54,2500,,not applicable
Rcap-,1825,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,3.9,2500,,not applicable
Rcap-,1826,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,3.83,2500,,not applicable
Rcap-,1827,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,4.7,2500,,not applicable
Rcap-,1828,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,5.17,2500,,not applicable
Rcap-,1829,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,3.22,2500,,not applicable
Rcap-,1830,na,2/25/13,6,100,2013,3/7/13,6/11/13,96,4.13,2500,,not applicable
Rcap-,1853,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.23,2500,,not applicable
Rcap-,1854,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.66,2500,,not applicable
Rcap-,1855,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.94,2500,,not applicable
Rcap-,1856,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,4.44,2500,,not applicable
Rcap-,1857,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,4.04,2500,,not applicable
Rcap-,1858,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.16,2500,,not applicable
Rcap-,1859,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.28,2500,,not applicable
Rcap-,1860,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,4.45,2500,,not applicable
Rcap-,1861,na,2/25/13,6,100,2013,3/7/13,6/12/13,97,3.19,2500,,not applicable
Rcap-,1970,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.41,2500,,not applicable
Rcap-,1971,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.19,2500,,not applicable
Rcap-,1972,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.12,2500,,not applicable
Rcap-,1973,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,2.8,2500,,not applicable
Rcap-,1974,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.29,2500,,not applicable
Rcap-,1975,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.34,2500,,not applicable
Rcap-,1976,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.45,2500,,not applicable
Rcap-,1977,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.1,2500,,not applicable
Rcap-,1978,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,2.91,2500,,not applicable
Rcap-,1979,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.84,2500,,not applicable
Rcap-,1980,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.9,2500,,not applicable
Rcap-,1981,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.34,2500,,not applicable
Rcap-,1982,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,2.69,2500,,not applicable
Rcap-,1983,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.34,2500,,not applicable
Rcap-,1984,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.61,2500,,not applicable
Rcap-,1985,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,3.87,2500,,not applicable
Rcap-,1986,na,2/25/13,6,100,2013,3/7/13,6/14/13,99,4.49,2500,,not applicable
Rcap-,2138,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,3.96,2500,,not applicable
Rcap-,2139,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,3.95,2500,,not applicable
Rcap-,2140,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,4.77,2500,,not applicable
Rcap-,2141,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,4.16,2500,,not applicable
Rcap-,2142,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,4.68,2500,,not applicable
Rcap-,2143,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,4.6,2500,,not applicable
Rcap-,2144,na,2/25/13,6,100,2013,3/7/13,6/16/13,101,3.14,2500,,not applicable
Rcap-,2215,na,2/25/13,6,100,2013,3/7/13,6/17/13,102,3.61,2500,,not applicable
Rcap-,2216,na,2/25/13,6,100,2013,3/7/13,6/17/13,102,2.7,2500,,not applicable
Rcap-,2290,na,2/25/13,6,100,2013,3/7/13,6/18/13,103,3.54,2500,,not applicable
Rcap-,2291,na,2/25/13,6,100,2013,3/7/13,6/18/13,103,3.23,2500,,not applicable
Rcap-,2292,na,2/25/13,6,100,2013,3/7/13,6/18/13,103,4.12,2500,,not applicable
Rcap-,2293,na,2/25/13,6,100,2013,3/7/13,6/18/13,103,4.84,2500,,not applicable
Rcap-,2335,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.73,2500,,not applicable
Rcap-,2336,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,3.73,2500,,not applicable
Rcap-,2337,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,3.31,2500,,not applicable
Rcap-,2338,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.66,2500,,not applicable
Rcap-,2339,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.59,2500,,not applicable
Rcap-,2340,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,4.37,2500,,not applicable
Rcap-,2341,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.99,2500,,not applicable
Rcap-,2342,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.59,2500,,not applicable
Rcap-,2343,na,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.86,2500,,not applicable
Rcap-,2433,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,4.45,2500,,not applicable
Rcap-,2434,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.66,2500,,not applicable
Rcap-,2435,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,4.81,2500,,not applicable
Rcap-,2436,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.33,2500,,not applicable
Rcap-,2437,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.1,2500,,not applicable
Rcap-,2438,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.96,2500,,not applicable
Rcap-,2439,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.11,2500,,not applicable
Rcap-,2440,na,2/25/13,6,100,2013,3/7/13,6/23/13,108,2.63,2500,,not applicable
Rcap-,2484,na,2/25/13,6,100,2013,3/7/13,6/26/13,111,3.76,2500,,not applicable
Rcap-,2545,na,2/25/13,6,100,2013,3/7/13,6/28/13,113,3.9,2500,,not applicable
Rcap-,2571,na,2/25/13,6,100,2013,3/7/13,6/30/13,115,5.86,2500,,not applicable
Rcap-,2572,na,2/25/13,6,100,2013,3/7/13,6/30/13,115,5.66,2500,,not applicable
Rcap-,2573,na,2/25/13,6,100,2013,3/7/13,6/30/13,115,4.89,2500,,not applicable
Rcap-,2596,na,2/25/13,6,100,2013,3/7/13,7/2/13,117,4.72,2500,,not applicable
Rcap-,2625,na,2/25/13,6,100,2013,3/7/13,7/5/13,120,5.95,2500,,not applicable
Rcap-,2641,na,2/25/13,6,100,2013,3/7/13,7/7/13,122,7.49,2500,monster frog!,not applicable
Rcap-,2664,na,2/25/13,6,100,2013,3/7/13,7/11/13,126,5.66,2500,,not applicable
Rcap-,2673,na,2/25/13,6,100,2013,3/7/13,7/15/13,130,6.56,2500,,not applicable
Rcap-,2674,na,2/25/13,6,100,2013,3/7/13,7/15/13,130,7.05,2500,,not applicable
Rcap-,2675,na,2/25/13,6,100,2013,3/7/13,7/15/13,130,3.81,2500,,not applicable
Rcap-,2689,na,2/25/13,6,100,2013,3/7/13,7/17/13,132,6,2500,,not applicable
Rcap-,1797,na,2/25/13,7,100,2013,3/7/13,6/9/13,94,4.416,2500,,not applicable
Rcap-,1798,na,2/25/13,7,100,2013,3/7/13,6/9/13,94,5.071,2500,,not applicable
Rcap-,1831,na,2/25/13,7,100,2013,3/7/13,6/11/13,96,5.4,2500,,not applicable
Rcap-,1832,na,2/25/13,7,100,2013,3/7/13,6/11/13,96,4.62,2500,,not applicable
Rcap-,1833,na,2/25/13,7,100,2013,3/7/13,6/11/13,96,5.74,2500,,not applicable
Rcap-,1834,na,2/25/13,7,100,2013,3/7/13,6/11/13,96,4.77,2500,,not applicable
Rcap-,1876,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,4.45,2500,,not applicable
Rcap-,1877,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,4.6,2500,,not applicable
Rcap-,1878,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,5.68,2500,,not applicable
Rcap-,1879,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,3.94,2500,,not applicable
Rcap-,1880,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,5.36,2500,,not applicable
Rcap-,1881,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,4.62,2500,,not applicable
Rcap-,1882,na,2/25/13,7,100,2013,3/7/13,6/12/13,97,4.27,2500,,not applicable
Rcap-,1987,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,4.2,2500,,not applicable
Rcap-,1988,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,3.79,2500,,not applicable
Rcap-,1989,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,5.04,2500,,not applicable
Rcap-,1990,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,5.68,2500,,not applicable
Rcap-,1991,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,4.42,2500,,not applicable
Rcap-,1992,na,2/25/13,7,100,2013,3/7/13,6/14/13,99,5.96,2500,,not applicable
